2,6215310.0
4,5904292.0
6,5140505.0
8,4475482.0
10,4483513.0
12,4405722.0
14,4674052.0
16,4363182.0
18,4372552.0
20,4341614.0
22,4679555.0
24,4301305.0
26,4655756.0
28,4487975.0
30,4488422.0
32,4285985.0
34,4284051.0
36,4283010.0
38,4293422.0
40,4418960.0
42,4315585.0
44,4347713.0
46,4613663.0
48,4323170.0
50,4410630.0
52,4433685.0
54,4435619.0
56,4423273.0
58,4403044.0
60,4465665.0
62,4420298.0
64,4497495.0
66,4631363.0
68,4550447.0
70,4848376.0
72,5216066.0
74,5440069.0
76,6410013.0
78,4999646.0
80,5513251.0
82,6371935.0
84,5430848.0
86,5187209.0
88,4686099.0
90,4839303.0
92,4790962.0
94,4791557.0
96,5119978.0
98,4894040.0
100,7117130.0
102,4871134.0
104,4916648.0
106,4936878.0
108,5888971.0
110,4961122.0
112,5711077.0
114,5276454.0
116,6364201.0
118,5291477.0
120,6916924.0
122,5166534.0
124,5943709.0
126,5179772.0
128,5787679.0
130,5179772.0
132,5214875.0
134,5271248.0
136,5594613.0
138,5462381.0
140,5523514.0
142,5332381.0
144,5963640.0
146,5379532.0
148,5529613.0
150,7554132.0
152,5409726.0
154,5505665.0
156,5514143.0
158,5567244.0
160,5558766.0
162,5618411.0
164,5641912.0
166,5667644.0
168,5675528.0
170,5737404.0
172,6164738.0
174,6045894.0
176,6877953.0
178,9869144.0
180,6655734.0
182,9175860.0
184,5967507.0
186,8340677.0
188,8019693.0
190,6764464.0
192,7658697.0
194,8981307.0
196,7297702.0
198,7685322.0
200,7530334.0
202,8373995.0
204,6120562.0
206,6307382.0
208,6240448.0
210,6215013.0
212,6267667.0
214,7053914.0
216,6338022.0
218,6221112.0
220,6552507.0
222,6436787.0
224,6397816.0
226,6520677.0
228,7339349.0
230,6677153.0
232,6569166.0
234,6439613.0
236,6675665.0
238,6500002.0
240,6615871.0
242,6792873.0
244,9271947.0
246,6752713.0
248,6759704.0
250,6715082.0
252,6909933.0
254,6948903.0
256,6958869.0
258,6852370.0
260,6952770.0
262,7687702.0
264,7241626.0
266,7100024.0
268,1.0091811E7
270,7808926.0
272,1.0179122E7
274,7892519.0
276,8449556.0
278,9180918.0
280,7345151.0
282,7616603.0
284,8950368.0
286,7421901.0
288,7423537.0
290,7422496.0
292,7530036.0
294,7607828.0
296,7893858.0
298,7532267.0
