2,9070254
4,6555334
6,4370321
8,3653685
10,3678376
12,4067781
14,3602369
16,7841947
18,1.06E+07
20,8854727
22,1.04E+07
24,1.25E+07
26,8338446
28,7131706
30,7582988
32,8473652
34,7800448
36,7617942
38,6376695
40,5677610
42,6149566
44,5700070
46,2473719
48,1985847
50,1989566
52,2008902
54,2440103
56,2210446
58,2056796
60,2003398
62,2013662
64,2019165
66,2043856
68,2067952
70,2071968
72,2097552
74,2091305
76,2088033
78,2113616
80,2088330
82,2106179
84,2385515
86,2141877
88,2191408
90,2623502
92,2795596
94,3327644
96,2494245
98,2222792
100,2223982
102,2262952
104,2238856
106,2241385
108,2822964
110,2846614
112,2472083
114,2298502
116,2931099
118,2742941
120,2312781
122,2299691
124,2349222
126,2447094
128,2321556
130,2435492
132,2370790
134,2857769
136,2445607
138,2761534
140,2573227
142,2481751
144,2450366
146,2711854
148,2481007
150,2519234
152,2570847
154,2546453
156,2508525
158,3163284
160,2585275
162,2544223
164,2642094
166,2610412
168,2534703
170,2973639
172,3571134
174,2801991
176,3186637
178,3424028
180,2652803
182,2691625
184,2683295
186,3029565
188,2826385
190,4561157
192,3574406
194,2761683
196,3403204
198,3825035
200,2914737
202,2871602
204,2837243
206,2879039
208,2808238
210,4714658
212,3796179
214,4498834
216,5315573
218,4790516
220,4359761
222,3303845
224,4753182
226,3183216
228,3299383
230,2963078
232,3221740
234,4294315
236,3056191
238,3150641
240,3103788
242,3630928
244,4153903
246,5880196
248,3879623
250,3585413
252,3625572
254,3333147
256,3287037
258,3358136
260,3449314
262,3222038
264,3413467
266,4964990
268,3309200
270,3370333
272,3274394
274,3298193
276,3323181
278,3314852
280,4042644
282,5230196
284,5710035
286,3594337
288,3397850
290,5246260
292,4815504
294,3588239
296,3408856
298,4485596
