2,6.48457439E8
4,6.44498685E8
6,6.5113419E8
8,6.28257308E8
10,6.23523016E8
12,6.33250707E8
14,5.59971144E8
16,5.79384879E8
18,5.9555858E8
20,6.09249041E8
22,5.79955303E8
24,5.97848752E8
26,5.87315328E8
28,6.10806216E8
30,5.77380291E8
32,5.84855887E8
34,5.71921925E8
36,5.96147745E8
38,5.83061917E8
40,6.11793859E8
42,5.7307482E8
44,5.89624837E8
46,5.87906129E8
48,5.93298899E8
50,6.21184205E8
52,5.84834022E8
54,5.91275569E8
56,6.3052264E8
58,5.84535945E8
60,5.79696939E8
62,6.10509774E8
64,5.91839895E8
66,5.96297825E8
68,5.89769116E8
70,6.33670456E8
72,5.91970043E8
74,5.98695091E8
76,6.06661386E8
78,6.23084228E8
80,5.88166427E8
82,6.10374716E8
84,5.98611796E8
86,6.26325156E8
88,6.44359463E8
90,6.28020511E8
92,6.40221773E8
94,6.68953864E8
96,6.16538265E8
98,6.50995117E8
100,6.40370217E8
102,6.46298903E8
104,6.21539251E8
106,6.31772812E8
108,6.27029447E8
110,6.3520874E8
112,6.41663525E8
114,6.73578682E8
116,6.27919069E8
118,6.36901566E8
120,6.36571955E8
122,6.51934866E8
124,6.81778502E8
126,6.39136109E8
128,6.40461098E8
130,6.63167672E8
132,6.56423288E8
134,6.78473466E8
136,6.72578842E8
138,6.58986847E8
140,6.47083068E8
142,7.06312067E8
144,6.70751404E8
146,6.53889477E8
148,6.75556199E8
150,7.07011747E8
152,6.60480658E8
154,6.71561896E8
156,6.81659657E8
158,7.1084645E8
160,7.06826712E8
162,7.55240422E8
164,7.02836871E8
166,7.60519405E8
168,7.06784916E8
170,7.49027342E8
172,7.13143465E8
174,7.34134901E8
176,7.46618771E8
178,7.43252009E8
180,7.84825098E8
182,7.35729409E8
184,7.47827742E8
186,7.14499541E8
188,7.67757759E8
190,7.00148221E8
192,7.62038501E8
194,7.85754286E8
196,7.05940213E8
198,8.0151627E8
200,7.80255315E8
202,7.06378257E8
204,7.45504103E8
206,7.67393789E8
208,7.70326078E8
210,7.20008478E8
212,8.07533755E8
214,7.44666986E8
216,7.98377231E8
218,7.48127902E8
220,7.96069358E8
222,8.10716525E8
224,7.74248539E8
226,7.97903637E8
228,8.1247807E8
230,7.78230497E8
232,8.09752382E8
234,7.84824801E8
236,7.62222643E8
238,8.35903808E8
240,7.91579448E8
242,8.1450497E8
244,8.01401442E8
246,8.24695545E8
248,8.13741628E8
250,8.247894E8
252,8.3351859E8
254,8.79822254E8
256,7.96919416E8
258,8.62920315E8
260,7.90991324E8
262,8.5835068E8
264,8.2447273E8
266,8.54332727E8
268,8.24620281E8
270,8.37322505E8
272,9.51427435E8
274,9.02883576E8
276,8.79362048E8
278,8.43067792E8
280,8.27702056E8
282,8.50383343E8
284,9.10558338E8
286,8.58652625E8
288,8.40380629E8
290,9.63117026E8
292,8.87264532E8
294,8.97142156E8
296,8.43439051E8
298,9.42561402E8
