2,1.0741959E7
4,1.0016696E7
6,1.0070987E7
8,1.0012234E7
10,9880003.0
12,1.0586078E7
14,9493572.0
16,9485243.0
18,9530906.0
20,9534328.0
22,9479442.0
24,9331444.0
26,9585197.0
28,9568538.0
30,1.0008515E7
32,9280128.0
34,9408046.0
36,1.0330838E7
38,1.1378573E7
40,1.0491776E7
42,9475574.0
44,1.080101E7
46,1.0712806E7
48,1.2678573E7
50,1.2094911E7
52,1.0554247E7
54,9681135.0
56,9683366.0
58,1.0481364E7
60,9607062.0
62,1.0230437E7
64,1.0093447E7
66,9779899.0
68,9844602.0
70,1.0373527E7
72,9854866.0
74,1.0320872E7
76,1.0274316E7
78,1.0347348E7
80,1.1101021E7
82,1.0097611E7
84,1.018522E7
86,1.027268E7
88,1.0403126E7
90,1.0225826E7
92,1.0719648E7
94,1.0220025E7
96,1.2076468E7
98,1.5164043E7
100,1.2320106E7
102,1.2119603E7
104,1.0752817E7
106,1.2749374E7
108,1.3532647E7
110,1.2553035E7
112,1.0749991E7
114,1.095689E7
116,1.0673984E7
118,1.3836376E7
120,1.1137314E7
122,1.1478378E7
124,1.1004488E7
126,1.1066513E7
128,1.1279511E7
130,1.1213618E7
132,1.1110094E7
134,1.1263595E7
136,1.1759797E7
138,1.1583092E7
140,1.1377234E7
142,1.2707875E7
144,1.1666388E7
146,1.1567326E7
148,1.1719637E7
150,1.2449363E7
152,1.4463173E7
154,1.2252429E7
156,1.3578161E7
158,1.2353275E7
160,1.3481182E7
162,1.2285747E7
164,1.2242166E7
166,1.2396708E7
168,1.2152029E7
170,1.2285747E7
172,1.2750564E7
174,1.2383619E7
176,1.3265358E7
178,1.2596319E7
180,1.2668607E7
182,1.265299E7
184,1.2646297E7
186,1.2788939E7
188,1.2762463E7
190,1.2988997E7
192,1.3747132E7
194,1.2823299E7
196,1.282553E7
198,1.2928459E7
200,1.3406662E7
202,1.8011252E7
204,1.8635222E7
206,1.4279477E7
208,1.3372452E7
210,1.3469134E7
212,1.3423619E7
214,1.3449947E7
216,1.3601216E7
218,1.3438493E7
220,1.3804992E7
222,1.3583665E7
224,1.4051903E7
226,1.5275004E7
228,1.4002967E7
230,1.403807E7
232,1.5137269E7
234,1.4015313E7
236,1.5276789E7
238,1.5168207E7
240,1.4220427E7
242,1.4564912E7
244,1.8430405E7
246,1.6895543E7
248,1.5860897E7
250,1.5248974E7
252,1.5878894E7
254,1.6822213E7
256,1.5010393E7
258,1.4644935E7
260,1.6549272E7
262,1.764981E7
264,1.6854787E7
266,1.6048013E7
268,1.5671251E7
270,1.5143368E7
272,1.6829501E7
274,1.6515359E7
276,1.652473E7
278,1.9066424E7
280,1.6521011E7
282,1.903623E7
284,2.0524982E7
286,1.675394E7
288,1.8186024E7
290,1.8894628E7
292,1.676108E7
294,1.6445451E7
296,1.7410931E7
298,1.8206996E7
